AIZL,AB.plapaaapav,Amphid interneuron,,,1,,,,,,,,,,,,,,WBbt:0003959,lineage name: ABplapaaapav
AIZR,AB.prapaaapav,Amphid interneuron,,,1,,,,,,,,,,,,,,WBbt:0003957,lineage name: ABprapaaapav
ALA,AB.alapppaaa,"Neuron, sends processes laterally and along dorsal cord",,,1,,,,,,,,,,,,,,WBbt:0003955,lineage name: ABalapppaaa
ALML,AB.arppaappa,"Anterior lateral microtubule cell, touch receptor",,,1,,,,,,,,,,,,,,WBbt:0003954,lineage name: ABarppaappa
ALMR,AB.arpppappa,"Anterior lateral microtubule cell, touch receptor",,,1,,,,,,,,,,,,,,WBbt:0003953,lineage name: ABarpppappa
ALNL,AB.plapappppap,Neuron associated with ALM,,,1,,,,,,,,,,,,,,WBbt:0003939,lineage name: ABplapappppap
ALNR,AB.prapappppap,Neuron associated with ALM,,,1,,,,,,,,,,,,,,WBbt:0003937,lineage name: ABprapappppap
AMshL,AB.plaapaap,Amphid sheath,,,,,,,,1,,,,,,,,,WBbt:0003935,"ABplaapaapp,lineage name: ABplaapaapp"
AMshR,AB.praapaap,Amphid sheath,,,,,,,,1,,,,,,,,,WBbt:0003933,"ABpraapaapp,lineage name: ABpraapaapp"
AMsoL,AB.plpaapapa,Amphid socket,,,,,,,,1,,,,,,,,,WBbt:0003931,lineage name: ABplpaapapa
AMsoR,AB.prpaapapa,Amphid sheath,,,,,,,,1,,,,,,,,,WBbt:0003929,lineage name: ABprpaapapa
AQR,QR.ap,"Neuron, basal body. not part of a sensillum, projects into ring",,,1,,,,,,,,,,,,,,WBbt:0003927,lineage name: QR.ap
arc_ant,AB.araaapppa,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_ant,WBbt:0004571,"ABaraaapppa,arc_ant_DR,lineage name: ABaraaapppa"
arc_ant,AB.alpaappaa,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_ant,WBbt:0004572,"ABalpaappaa,arc_ant_DL,lineage name: ABalpaappaa"
arc_ant,AB.alpapaapa,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_ant,WBbt:0004573,"ABalpapaapa,arc_ant_V,lineage name: ABalpapaapa"
arcpost,AB.alpaapaaa,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_post,WBbt:0004570,"ABalpaapaaa,arc_post_DL,lineage name: ABalpaapaaa"
arcpost,AB.alpaappap,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_post,WBbt:0004568,"ABalpaappap,arc_post_VL,lineage name: ABalpaappap"
arcpost,AB.araaapaaa,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_post,WBbt:0004569,"ABaraaapaaa,arc_post_DR,lineage name: ABaraaapaaa,lineage name; ABaraaapaaa"
arcpost,AB.araaappaa,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_post,WBbt:0004565,"ABaraaappaa,arc_post_D,lineage name: ABaraaappaa"
arcpost,AB.araaappap,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_post,WBbt:0004566,"ABaraaappap,arc_post_VR,lineage name: ABaraaappap"
arcpost,AB.arapapapa,"Interface between pharynx and hypodermis, form anterior part of the buccal cavity",,,,,,,,1,,,,,,1,,arcade_cell_post,WBbt:0004567,"ABaraaappap,arc_post_VR,lineage name: ABaraaappap"
AS1,P1.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003925,lineage name: P1.apa
AS10,P10.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003906,lineage name: P10.apa
AS11,P11.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003905,lineage name: P11.apa
AS2,P2.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003924,lineage name: P2.apa
AS3,P3.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003923,lineage name: P3.apa
AS4,P4.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003912,lineage name: P4.apa
AS5,P5.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003911,lineage name: P5.apa
AS6,P6.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003910,lineage name: P6.apa
AS7,P7.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003909,lineage name: P7.apa
AS8,P8.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003908,lineage name: P8.apa
AS9,P9.apa,"Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart",,,1,,,,,,,1,,,,,,,WBbt:0003907,lineage name: P9.apa
ASEL,AB.alppppppaa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003904,lineage name: ABalppppppaa
ASER,AB.praaapppaa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003903,lineage name: ABpraaapppaa
ASGL,AB.plaapapap,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003892,lineage name: ABplaapapap
ASGR,AB.praapapap,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003891,lineage name: ABpraapapap
ASHL,AB.plpaappaa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003890,lineage name: ABplpaappaa
ASHR,AB.prpaappaa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003889,lineage name: ABprpaappaa
ASIL,AB.plaapapppa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003888,lineage name: ABplaapapppa
ASIR,AB.praapapppa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003887,lineage name: ABpraapapppa
ASJL,AB.alpppppppa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003886,lineage name: ABalpppppppa
ASJR,AB.praaappppa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003885,lineage name: ABpraaappppa
ASKL,AB.alpppapppa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003884,lineage name: ABalpppapppa
ASKR,AB.praaaapppa,"Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil",,,1,,,,,,,,,,,,,,WBbt:0003883,lineage name: ABpraaaapppa
AUAL,AB.alpppppppp,"Neuron, process runs with amphid processes but lacks cillialted ending",,,1,,,,,,,,,,,,,,WBbt:0003872,lineage name: ABalpppppppp
AUAR,AB.praaappppp,"Neuron, process runs with amphid processes but lacks cillialted ending",,,1,,,,,,,,,,,,,,WBbt:0003871,lineage name: ABpraaappppp
AVAL,AB.alppaaapa,"Ventral cord interneuron, synapses onto VA, DA, and AS motor neurons; formerly called alpha",,,1,,,,,,,,,,,,,,WBbt:0003870,lineage name: ABalppaaapa
AVAR,AB.alaappapa,"Ventral cord interneuron, synapses onto VA, DA, and AS motor neurons; formerly called alpha",,,1,,,,,,,,,,,,,,WBbt:0003869,lineage name: ABalaappapa
AVBL,AB.plpaapaap,"Ventral cord interneuron, synapsesonto VB and DB motor neurons; formerly called beta",,,1,,,,,,,,,,,,,,WBbt:0003868,lineage name: ABplpaapaap
AVBR,AB.prpaapaap,"Ventral cord interneuron, synapsesonto VB and DB motor neurons; formerly called beta",,,1,,,,,,,,,,,,,,WBbt:0003867,lineage name: ABprpaapaap
AVDL,AB.alaaapalr,"Ventral cord interneuron, synapses onto VA, DA, AS motorneurons; formerly called delta",,,1,,,,,,,,,,,,,,WBbt:0003866,lineage name: ABalaaapalr
AVDR,AB.alaaapprl,"Ventral cord interneuron, synapses onto VA, DA, AS motorneurons; formerly called delta",,,1,,,,,,,,,,,,,,WBbt:0003865,lineage name: ABalaaapprl
AVEL,AB.alpppaaaa,"Ventral cord interneuron, like AVD but outputs restrict-ed to anterior cord",,,1,,,,,,,,,,,,,,WBbt:0003864,lineage name: ABalpppaaaa
AVER,AB.praaaaaaa,"Ventral cord interneuron, like AVD but outputs restrict-ed to anterior cord",,,1,,,,,,,,,,,,,,WBbt:0003863,lineage name: ABpraaaaaaa
AVFL,P1.aaaa,"Interneuron, processes in ventral cord and ring, few synapses",,,1,,,,,,,,,,,,,avfr,WBbt:0005657,"AVFL/R,lineage name: P1.aaaa,lineage name: W.aaa"
AVFR,W.aaa,"Interneuron, processes in ventral cord and ring, few synapses",,,1,,,,,,,,,,,,,avfr,WBbt:0005658,"AVFL/R,lineage name: P1.aaaa,lineage name: W.aaa"
AVG,AB.prpapppap,"Ventral cord interneuron, few synapses",,,1,,,,,,,,,,,,,,WBbt:0003850,lineage name: ABprpapppap
AVHL,AB.alapaaaaa,"Neuron, mainly postsynaptic in ventral cord and presynaptic in the ring",,,1,,,,,,,,,,,,,,WBbt:0003849,lineage name: ABalapaaaaa
AVHR,AB.alappapaa,"Neuron, mainly postsynaptic in ventral cord and presynaptic in the ring",,,1,,,,,,,,,,,,,,WBbt:0003848,lineage name: ABalappapaa
AVJL,AB.alapapppa,"Neuron, synapses like AVHL/R",,,1,,,,,,,,,,,,,,WBbt:0003847,lineage name: ABalapapppa
AVJR,AB.alapppppa,"Neuron, synapses like AVHL/R",,,1,,,,,,,,,,,,,,WBbt:0003846,lineage name: ABalapppppa
AVKL,AB.plpapapap,Ring and ventral cord interneuron,,,1,,,,,,,,,,,,,,WBbt:0003845,lineage name: ABplpapapap
AVKR,AB.prpapapap,Ring and ventral cord interneuron,,,1,,,,,,,,,,,,,,WBbt:0003844,lineage name: ABprpapapap
AVL,AB.prpappaap,"Ring and ventral cord interneuron, few synapses",,,1,,,,,,,,,,,,,,WBbt:0003843,lineage name: ABprpappaap
AVM,QR.paa,"Anterior ventral microtubule cell, touch receptor",,,1,,,,,,,,,,,,,,WBbt:0003832,lineage name: QR.paa
AWAL,AB.plaapapaa,"Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath",,,1,,,,,,,,,,,,,,WBbt:0003831,lineage name: ABplaapapaa
AWAR,AB.praapapaa,"Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath",,,1,,,,,,,,,,,,,,WBbt:0003830,lineage name: ABpraapapaa
AWBL,AB.alpppppap,"Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath",,,1,,,,,,,,,,,,,,WBbt:0003829,lineage name: ABalpppppap
AWBR,AB.praaappap,"Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath",,,1,,,,,,,,,,,,,,WBbt:0003828,lineage name: ABpraaappap
AWCL,AB.plpaaaaap,"Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath",,,1,,,,,,,,,,,,,,WBbt:0003827,lineage name: ABplpaaaaap
AWCR,AB.prpaaaaap,"Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath",,,1,,,,,,,,,,,,,,WBbt:0003826,lineage name: ABprpaaaaap
B,AB.prppppapa,"Rectal cell, postembryonic blast cell in male",,,,,,,,,,,1,1,,,,,WBbt:0003627,None
BAGL,AB.alppappap,"Neuron, ciliated ending in head, no supporting cells, associated with ILso",,,1,,,,,,,,,,,,,,WBbt:0003824,lineage name: ABalppappap
BAGR,AB.arappppap,"Neuron, ciliated ending in head, no supporting cells, associated with ILso",,,1,,,,,,,,,,,,,,WBbt:0003823,lineage name: ABarappppap
BDUL,AB.arppaappp,"Neuron, process runs along excretory canal and into ring, unique darkly staining synaptic vesicles",,,1,,,,,,,,,,,,,,WBbt:0003812,lineage name: ABarppaappp
BDUR,AB.arpppappp,"Neuron, process runs along excretory canal and into ring, unique darkly staining synaptic vesicles",,,1,,,,,,,,,,,,,,WBbt:0003811,lineage name: ABarpppappp
C,P0.ppa,Embryonic founder cell,,,,,,,,,,,1,,,,,,WBbt:0003810,None
CA1,P3.aapa,"Male specific cell, not reconstructed",,,,,,,,,,,,1,1,,,,WBbt:0003809,lineage name: P3.aapa
CA2,P4.aapa,"Male specific cell, not reconstructed",,,,,,,,,,,,1,1,,,,WBbt:0003808,lineage name: P4.aapa
CA3,P5.aapa,"Male specific cell, not reconstructed",,,,,,,,,,,,1,1,,,,WBbt:0003807,lineage name: P5.aapa
CA4,P6.aapa,"Male specific neuron, innervates dorsal muscles",,,,,,,,,,,,1,1,,,,WBbt:0003806,lineage name: P6.aapa
CA5,P7.aapa,"Male specific neuron, innervates dorsal muscles",,,,,,,,,,,,1,1,,,,WBbt:0003805,lineage name: P7.aapa
CA6,P8.aapa,"Male specific neuron, innervates dorsal muscles",,,,,,,,,,,,1,1,,,,WBbt:0003804,lineage name: P8.aapa
CA7,P9.aapa,"Male specific neuron, innervates dorsal muscles",,,,,,,,,,,,1,1,,,,WBbt:0003803,lineage name: P9.aapa
CA8,P10.aapa,"Male specific cell in ventral cord, neuron-like but lacks synapses",,,,,,,,,,,,1,1,,,,WBbt:0006853,lineage name: P10.aapa
CA9,P11.aapa,"Male specific cell in ventral cord, neuron-like but lacks synapses",,,,,,,,,,,,1,1,,,,WBbt:0006854,lineage name: P11.aapa
CANL,AB.alapaaapa,"Process runs along excretory canal, no synapses, essential for survival",,,1,,,,,,,,,,,,,,WBbt:0004949,lineage name: ABalapaaapa
CANR,AB.alappappa,"Process runs along excretory canal, no synapses, essential for survival",,,1,,,,,,,,,,,,,,WBbt:0004947,lineage name: ABalappappa
cc_DL,M.dlpa,Postembryonic coelomocyte in hermaphrodite,,,,,,,,1,,,,,,,,,WBbt:0004564,lineage name: M.dlpa
cc_DR,M.drpa,Postembryonic coelomocyte in hermaphrodite,,,,,,,,1,,,,,,,,,WBbt:0004563,lineage name: M.drpa
cc_male_D,M.dlpappp,Single male postembryonic coelomocyte,,,,,,,,,,,,1,1,,,,WBbt:0004562,lineage name: M.dlpappp
ccAL,MS.apapaaa,Embryonic coelomocytes - present in adult,,,,,,,,1,,,,,,,,,WBbt:0004561,lineage name: MSapapaaa
ccAR,MS.ppapaaa,Embryonic coelomocytes - present in adult,,,,,,,,1,,,,,,,,,WBbt:0004560,lineage name: MSppapaaa
ccPL,MS.apapaap,Embryonic coelomocytes - present in adult,,,,,,,,1,,,,,,,,,WBbt:0004559,lineage name: MSapapaap
ccPR,MS.ppapaap,Embryonic coelomocytes - present in adult,,,,,,,,1,,,,,,,,,WBbt:0004558,lineage name: MSppapaap
CEMDL,AB.plaaaaaap,"Male specific cephalic neurons (programmed cell death in hermaphrodite embryo) open to outside, possible function in male chemotaxis toward hermaphrodite.",,,,,,,,,,,1,1,,,,,WBbt:0004945,lineage name: ABplaaaaaap
CEMDR,AB.arpapaaap,"Male specific cephalic neurons (programmed cell death in hermaphrodite embryo) open to outside, possible function in male chemotaxis toward hermaphrodite.",,,,,,,,,,,1,1,,,,,WBbt:0004943,lineage name: ABarpapaaap
CEMVL,AB.plpaapapp,"Male specific cephalic neurons (programmed cell death in hermaphrodite embryo) open to outside, possible function in male chemotaxis toward hermaphrodite.",,,,,,,,,,,1,1,,,,,WBbt:0004941,lineage name: ABplpaapapp
CEMVR,AB.prpaapapp,"Male specific cephalic neurons (programmed cell death in hermaphrodite embryo) open to outside, possible function in male chemotaxis toward hermaphrodite.",,,,,,,,,,,1,1,,,,,WBbt:0004939,lineage name: ABprpaapapp
CEPDL,AB.plaaaaappa,"Cephalic neurons, contain dopamine",,,1,,,,,,,,,,,,,,WBbt:0004938,lineage name: ABplaaaaappa
CEPDR,AB.arpapaappa,"Cephalic neurons, contain dopamine",,,1,,,,,,,,,,,,,,WBbt:0004937,lineage name: ABarpapaappa
CEPshDL,AB.arpaaaapp,"Cephalic sheath, sheet-like processes envelop neuropil of the ring and part of ventral ganglion",,,,,,,,1,,,,,,,,,WBbt:0004929,lineage name: ABarpaaaapp
CEPshDR,AB.arpaaapap,"Cephalic sheath, sheet-like processes envelop neuropil of the ring and part of ventral ganglion",,,,,,,,1,,,,,,,,,WBbt:0004927,lineage name: ABarpaaapap
CEPshVL,AB.plpaaapap,"Cephalic sheath, sheet-like processes envelop meuropil of the ring and part of ventral ganglion",,,,,,,,1,,,,,,,,,WBbt:0004925,lineage name: ABplpaaapap
CEPshVR,AB.prpaaapap,"Cephalic sheath, sheet-like processes envelop meuropil of the ring and part of ventral ganglion",,,,,,,,1,,,,,,,,,WBbt:0004923,lineage name: ABprpaaapap
CEPsoDL,AB.alapapppp,Cephalic socket,,,,,,,,1,,,,,,,,,WBbt:0004921,lineage name: ABalapapppp
CEPsoDR,AB.alapppppp,Cephalic socket,,,,,,,,1,,,,,,,,,WBbt:0004919,lineage name: ABalapppppp
CEPsoVL,AB.alppaappp,Cephalic socket,,,,,,,,1,,,,,,,,,WBbt:0004918,lineage name: ABalppaappp
CEPsoVR,AB.alaapappp,Cephalic socket,,,,,,,,1,,,,,,,,,WBbt:0004917,lineage name: ABalaapappp
CEPVL,AB.plpaappppa,"Cephalic neurons, contain dopamine",,,1,,,,,,,,,,,,,,WBbt:0004933,lineage name: ABplpaappppa
CEPVR,AB.prpaappppa,"Cephalic neurons, contain dopamine",,,1,,,,,,,,,,,,,,WBbt:0004931,lineage name: ABprpaappppa
CP1,P3.aapp,"Male specific cell in ventral cord, not reconstructed",,,,,,,,,,,,1,1,,,,WBbt:0004901,lineage name: P3.aapp
CP2,P4.aapp,"Male specific cell in ventral cord, not reconstructed",,,,,,,,,,,,1,1,,,,WBbt:0004899,lineage name: P4.aapp
CP3,P5.aapp,"Male specific cell in ventral cord, not reconstructed",,,,,,,,,,,,1,1,,,,WBbt:0004897,lineage name: P5.aapp
CP4,P6.aapp,Male specific motor neuron in ventral cord,,,,1,,,,,,,,1,1,,,,WBbt:0004895,lineage name: P6.aapp
CP5,P7.aapp,Male specific motor neuron in ventral cord,,,,1,,,,,,,,1,1,,,,WBbt:0004893,lineage name: P7.aapp
CP6,P8.aapp,Male specific motor neuron in ventral cord,,,,1,,,,,,,,1,1,,,,WBbt:0004891,lineage name: P8.aapp
CP7,P9.aapp,Male specific motor neuron in ventral cord,,,,1,,,,,,,,1,1,,,,WBbt:0004889,lineage name: P9.aapp
CP8,P10.aapp,"Male specific interneuron, project into preanal ganglion",,,,1,,,,,,,,1,1,,,,WBbt:0004888,lineage name: P10.aapp
CP9,P11.aapp,"Male specific interneuron, project into preanal ganglion",,,,,,,,,,,,1,1,,,,WBbt:0004887,lineage name: P11.aapp
CPO,P2.aap,"Male specific cell in ventral cord, not reconstructed",,,,,,,,,,,,1,1,,,,WBbt:0002471,None
D,P0.pppa,Embryonic founder cell,,,,,,,,,,,1,,,,,,WBbt:0004873,None
DA1,AB.prppapaap,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004871,lineage name: ABprppapaap
DA2,AB.plppapapa,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004869,lineage name: ABplppapapa
DA3,AB.prppapapa,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004867,lineage name: ABprppapapa
DA4,AB.plppapapp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004865,lineage name: ABplppapapp
DA5,AB.prppapapp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004863,lineage name: ABprppapapp
DA6,AB.plpppaaap,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004861,lineage name: ABplpppaaap
DA7,AB.prpppaaap,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004859,lineage name: ABprpppaaap
DA8,AB.prpapappp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004858,lineage name: ABprpapappp
DA9,AB.plpppaaaa,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004857,lineage name: ABplpppaaaa
DB1,AB.plpaaaapp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004846,lineage name: ABplpaaaapp
DB2,AB.arappappa,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004845,lineage name: ABarappappa
DB3,AB.prpaaaapp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004844,lineage name: ABprpaaaapp
DB4,AB.prpappapp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004843,lineage name: ABprpappapp
DB5,AB.plpapappp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004842,lineage name: ABplpapappp
DB6,AB.plppaappp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004841,lineage name: ABplppaappp
DB7,AB.prppaappp,"Ventral cord motor neurons, innervate dorsal muscles",,,1,,,,,,,1,,,,,,,WBbt:0004840,lineage name: ABprppaappp
DD1,AB.plppappap,"Ventral cord motor neurons, reciprocal inhibitors, chnage synaptic pattern during postembryonic development",,,1,,,,,,,1,1,,,,,,WBbt:0004839,lineage name: ABplppappap
DD2,AB.prppappap,"Ventral cord motor neurons, reciprocal inhibitors, chnage synaptic pattern during postembryonic development",,,1,,,,,,,1,1,,,,,,WBbt:0004838,lineage name: ABprppappap
DD3,AB.plppapppa,"Ventral cord motor neurons, reciprocal inhibitors, chnage synaptic pattern during postembryonic development",,,1,,,,,,,1,1,,,,,,WBbt:0004837,lineage name: ABplppapppa
