Entity1,Relationship,Entity2,Evidence,Evidence URL
ADLL,Neuropeptide,FLP-21,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ADLL,Neuropeptide,FLP-4,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ADLL,Receptor,NTR-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
ADLL,Receptor,NTR-2,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
ADLL,Receptor,SER-6,"Mills et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3670219/
ADLL,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
ADLR,Neuropeptide,FLP-21,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ADLR,Neuropeptide,FLP-4,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ADLR,Receptor,NTR-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
ADLR,Receptor,NTR-2,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
ADLR,Receptor,SER-6,"Mills et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3670219/
ADLR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AFDL,Neuropeptide,NTC-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AFDL,Neuropeptide,PDF-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AFDL,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AFDR,Neuropeptide,NTC-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AFDR,Neuropeptide,PDF-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AFDR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AIAL,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIAL,Neuropeptide,FLP-2,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIAL,Receptor,MOD-1,"Li et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/22491324
AIAL,Receptor,NPR-11,"Chalasani et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2937567/
AIAL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AIAL,Receptor,NTR-2,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AIAR,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIAR,Neuropeptide,FLP-2,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIAR,Receptor,MOD-1,"Li et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/22491324
AIAR,Receptor,NPR-11,"Chalasani et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2937567/
AIAR,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
AIAR,Receptor,NTR-2,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AIBL,Receptor,MOD-1,"Li et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/22491324
AIBL,Receptor,SER-4,"Gurel et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3512144/
AIBR,Receptor,MOD-1,"Li et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/22491324
AIBR,Receptor,SER-4,"Gurel et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3512144/
AIML,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIML,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIML,Neuropeptide,PDF-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AIML,Neuropeptide,PDF-6,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
AIML,Neurotransmitter,Serotonin,"Jafari et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3153855/
AIML,Receptor,LGC-53,"Bentley et al., 2016",http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005283
AIML,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AIMR,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIMR,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIMR,Neuropeptide,PDF-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
AIMR,Neuropeptide,PDF-6,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
AIMR,Neurotransmitter,Serotonin,"Jafari et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3153855/
AIMR,Receptor,LGC-53,"Bentley et al., 2016",http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005283
AIMR,Receptor,TYRA-3,"Bendesky et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3154120/
AIYL,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIYL,Neuropeptide,FLP-18,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIYL,Receptor,CKR-2,"Wenick & Hobert, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15177025
AIYL,Receptor,MOD-1,"Li et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/22491324
AIYL,Receptor,NPR-11,"Chalasani et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2937567/
AIYL,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
AIYL,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AIYR,Neuropeptide,FLP-1,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIYR,Neuropeptide,FLP-18,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIYR,Receptor,CKR-2,"Wenick & Hobert, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15177025
AIYR,Receptor,MOD-1,"Li et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/22491324
AIYR,Receptor,NPR-11,"Chalasani et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2937567/
AIYR,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
AIYR,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AIZL,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIZL,Neuropeptide,NTC-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AIZL,Receptor,MOD-1,"Li et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/22491324
AIZL,Receptor,NPR-2,"Luo et al., 2015",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4317659/
AIZL,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AIZR,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
AIZR,Neuropeptide,NTC-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
AIZR,Receptor,MOD-1,"Li et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/22491324
AIZR,Receptor,NPR-2,"Luo et al., 2015",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4317659/
AIZR,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
ALA,Neuropeptide,FLP-13,"Nelson et al., 2015",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4646455/
ALA,Neuropeptide,FLP-7,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ALML,Receptor,DOP-1,"Sanyal et al., 2004",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271763/
ALML,Receptor,LGC-55,"Ringstad et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2963310/
ALML,Receptor,PDFR-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
ALML,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ALMR,Receptor,DOP-1,"Sanyal et al., 2004",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271763/
ALMR,Receptor,LGC-55,"Ringstad et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2963310/
ALMR,Receptor,PDFR-1,"Barrios et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509246/
ALMR,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ALNL,Receptor,DOP-1,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
ALNL,Receptor,LGC-55,"Pirri et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2804440/
ALNL,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
ALNR,Receptor,DOP-1,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
ALNR,Receptor,LGC-55,"Pirri et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2804440/
ALNR,Receptor,SER-2,"Tsalik et al., 2003",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4445141/
AQR,Neuropeptide,PDF-4,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
AQR,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
AS1,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS1,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS1,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS1,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS10,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS10,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS10,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS10,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS11,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS11,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS11,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS11,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS2,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS2,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS2,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS2,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS3,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS3,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS3,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS3,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS4,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS4,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS4,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS4,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS5,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS5,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS5,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS5,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS6,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS6,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS6,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS6,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS7,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS7,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS7,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS7,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS8,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS8,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS8,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS8,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
AS9,Receptor,CKR-2,"Hu et al., 2011",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134788/
AS9,Receptor,DOP-1,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS9,Receptor,DOP-3,"Chase et al., 2004",https://www.ncbi.nlm.nih.gov/pubmed/15378064
AS9,Receptor,NPR-3,"Keating et al., 2003",https://www.ncbi.nlm.nih.gov/pubmed/14521838
ASEL,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASEL,Neuropeptide,FLP-21,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASEL,Neuropeptide,FLP-4,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASEL,Neuropeptide,FLP-5,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASEL,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASEL,Receptor,DOP-3,"Etchberger et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2685964/
ASEL,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
ASEL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASEL,Receptor,NTR-1,"Beets et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/23112336
ASEL,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ASER,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASER,Neuropeptide,FLP-21,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASER,Neuropeptide,FLP-5,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASER,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASER,Receptor,DOP-3,"Etchberger et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2685964/
ASER,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
ASER,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASER,Receptor,NTR-1,"Beets et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/23112336
ASER,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ASGL,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASGL,Neuropeptide,FLP-21,"Macosko et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2760495/
ASGL,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASGL,Neuropeptide,NTC-1,"Beets et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/23112336
ASGL,Receptor,DOP-4,"Sugiura et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/16001968
ASGL,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
ASGL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASGL,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ASGR,Neuropeptide,FLP-13,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASGR,Neuropeptide,FLP-21,"Macosko et al., 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2760495/
ASGR,Neuropeptide,FLP-22,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASGR,Neuropeptide,NTC-1,"Beets et al., 2012",https://www.ncbi.nlm.nih.gov/pubmed/23112336
ASGR,Receptor,DOP-4,"Sugiura et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/16001968
ASGR,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
ASGR,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASGR,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ASHL,Neuropeptide,FLP-21,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASHL,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASHL,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
ASHL,Receptor,NPR-2,"Luo et al., 2015",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4317659/
ASHL,Receptor,NTR-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
ASHL,Receptor,NTR-2,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
ASHL,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
ASHL,Receptor,SER-3,"Mills et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3670219/
ASHL,Receptor,SER-5,"Dernovici et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/17443782
ASHL,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ASHR,Neuropeptide,FLP-21,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASHR,Neuropeptide,NLP-3,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASHR,Receptor,NPR-1,"Coates & de Bono, 2002",https://www.ncbi.nlm.nih.gov/pubmed/12410311
ASHR,Receptor,NPR-2,"Luo et al., 2015",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4317659/
ASHR,Receptor,NTR-1,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
ASHR,Receptor,NTR-2,"Garrison et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597094/
ASHR,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
ASHR,Receptor,SER-3,"Mills et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3670219/
ASHR,Receptor,SER-5,"Dernovici et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/17443782
ASHR,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ASIL,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASIL,Neuropeptide,FLP-2,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASIL,Neuropeptide,FLP-21,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASIL,Neuropeptide,NLP-1,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASIL,Neuropeptide,NLP-24,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASIL,Neuropeptide,PDF-1,"Janssen et al., 2008",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258896/
ASIL,Receptor,NPR-17,"Harris et al., 2010",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3005568/
ASIL,Receptor,NPR-5,"Cohen et al., 2009",https://www.ncbi.nlm.nih.gov/pubmed/19356718
ASIL,Receptor,OCTR-1,"Wragg et al., 2007",https://www.ncbi.nlm.nih.gov/pubmed/18057198
ASIL,Receptor,SER-6,"Mills et al., 2012",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3670219/
ASIL,Receptor,TYRA-2,"Rex et al., 2005",https://www.ncbi.nlm.nih.gov/pubmed/15953361
ASIR,Neuropeptide,FLP-10,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASIR,Neuropeptide,FLP-2,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASIR,Neuropeptide,FLP-21,"Kim & Li, 2004",https://www.ncbi.nlm.nih.gov/pubmed/15236235
ASIR,Neuropeptide,NLP-1,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
ASIR,Neuropeptide,NLP-24,"Nathoo et al., 2001",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC61156/
